lat,lon,label
14.749083176758656,77.58922021146586,0
14.720644409165779,77.67417361443299,0
14.629488761849395,77.60010770092357,0
14.743163116792529,77.62631918648637,0
14.732608165469516,77.6234155001549,0
14.73822624115328,77.6115783795432,0
14.7388712,77.5642557,1
14.7563855,77.5811498,1
14.742659327086164,77.67875793196815,0
14.732297561387934,77.60483431812497,0
14.640861210921813,77.582655903979,0
14.625294683491724,77.54702908292975,0
14.75350905234358,77.66084907124238,0
14.710709180593975,77.66305495709562,0
14.6317053,77.6668134,1
14.621599831457802,77.54684606778673,0
14.723780061043367,77.54723041173669,0
14.630687249318754,77.54948244126291,0
14.7396947,77.6344226,1
14.693677416908226,77.6028812420251,0
14.633392298918295,77.65972344689432,0
14.7387205,77.5764787,1
14.725732172290703,77.62088198959268,0
14.641371722901681,77.6100585744122,0
14.71393068173126,77.60451342794289,0
14.620364622707639,77.6076956654372,0
14.651121322202364,77.57565069528208,0
14.7281081,77.6333534,1
14.682614957214566,77.54844416226732,0
14.653447450069143,77.59625874932003,0
14.710537613775498,77.56510887239578,0
14.71753545112421,77.5637831151971,0
14.676732518028846,77.6346131190611,0
14.656249663765118,77.66120197167315,0
14.744833378715564,77.62784562405463,0
14.704199318769074,77.61115236572633,0
14.6492816,77.6464013,1
14.739450121001788,77.62585503507265,0
14.650080901072005,77.57522389899218,0
14.7557328,77.6525941,1
14.750581072841518,77.57291470715064,0
14.6255142,77.6314444,1
14.629099208651102,77.60594197539007,0
14.621071984896558,77.61929089604536,0
14.7454096,77.6697305,1
14.7021778854041,77.55181304262918,0
14.725238065937647,77.60332181071554,0
14.726019347297946,77.5646723842197,0
14.67827860491492,77.60220849452925,0
14.72222115935182,77.55693997500006,0
14.731823702583993,77.54290542020877,0
14.756326824531275,77.67085001250652,0
14.686544639739362,77.63913982605195,0
14.683415170323983,77.55281689066001,0
14.701065215448324,77.54643249884289,0
14.717954760707727,77.5716144038235,0
14.695481065073762,77.61114791342342,0
14.6488685,77.6710326,1
14.6319931,77.6217886,1
14.6933034,77.6634609,1
14.656953630983214,77.58695756745108,0
14.7045409,77.6698561,1
14.69574282357214,77.6704435886502,0
14.632554,77.5691385,1
14.626943210085187,77.5473989550908,0
14.744947167569222,77.60434395730617,0
14.640365885089276,77.54206269453555,0
14.7361594,77.5763675,1
14.653339659632856,77.67574842489834,0
14.650168115398722,77.56210476744212,0
14.752298197416675,77.55624980950223,0
14.693590092122525,77.58851293921666,0
14.726901926058941,77.61173679460043,0
14.7579654,77.5773625,1
14.622942905119215,77.6392004230206,0
14.6947179,77.6788549,1
14.6721951,77.6414696,1
14.699901990490332,77.556537689432,0
14.647272716866095,77.56841860112624,0
14.6988229,77.5403443,1
14.6576499,77.5719834,1
14.6536943,77.6420231,1
14.7139044702375,77.58468647409573,0
14.627927182873304,77.57053849897693,0
14.731664276479949,77.62018035441974,0
14.63825623099694,77.57202731613737,0
14.710835598559228,77.56408131022549,0
14.7459155,77.6085477,1
14.677440466551698,77.59287483650594,0
14.635149022487075,77.67100835352461,0
14.671291344980853,77.54579638467418,0
14.735335684858937,77.60938347127538,0
14.624397562901665,77.64142379453294,0
14.6644763,77.5871511,1
14.69716209720506,77.63538229383889,0
14.657633529810703,77.6608422051675,0
14.7072516,77.6138109,1
14.712799860908664,77.67723705791062,0
14.7565349,77.6473826,1
14.7356791,77.6758536,1
14.6716713,77.6695847,1
14.687878075928706,77.54326247049376,0
14.6788461,77.5720991,1
14.658940416760586,77.60954389905216,0
14.6566612,77.6387339,1
14.756917727992002,77.55500875001412,0
14.657216323232538,77.62608326246315,0
14.705213449183184,77.56286245038297,0
14.74542555247785,77.63219128568538,0
14.716572243687393,77.67017382542177,0
14.7113386,77.6421993,1
14.703243982776861,77.59837479599409,0
14.734030478956791,77.62726297796414,0
14.661673163160414,77.61873209873065,0
14.6980503,77.6680715,1
14.7009965,77.6009118,1
14.663957415325369,77.6181607013267,0
14.684277331840105,77.63914607940093,0
14.686872188156896,77.61570282812116,0
14.629926181235424,77.67222981874248,0
14.683858537666609,77.67295151197395,0
14.757218611498146,77.59202948759074,0
14.757972502526851,77.63499713204929,0
14.665342380759082,77.54491967022891,0
14.646579259077019,77.66765737389291,0
14.68295734929161,77.60914520010688,0
14.6286904,77.6236383,1
14.649250736191322,77.64107882834021,0
14.744306053861322,77.64214232404245,0
14.7524719,77.5409037,1
14.6418941,77.6269217,1
14.735144609102266,77.58900964666533,0
14.690383109372045,77.6432338759187,0
14.6219272,77.6224356,1
14.7245618,77.6499082,1
14.74782924204659,77.54755347663709,0
14.694779055969455,77.55836862955326,0
14.676101028633044,77.57427566763555,0
14.6223475,77.6516261,1
14.729494172560036,77.64235042996488,0
14.71116280541689,77.59915990020657,0
14.7287725,77.5957727,1
14.633824,77.5866426,1
14.62042929948335,77.6078903366159,0
14.642593729783927,77.61217494171095,0
14.755680813294362,77.66284344368252,0
14.713425440584151,77.56923908384339,0
14.649199,77.5961434,1
14.6686701,77.6713692,1
14.630918400494924,77.54602413501766,0
14.692188063460144,77.57893184933219,0
14.6886692,77.67292,1
14.677726536889645,77.56234092620289,0
14.64874632214643,77.61562515731825,0
14.682752283877642,77.58460871705957,0
14.70305152350835,77.62122586135689,0
14.701418908699527,77.56610747254999,0
14.698610198462363,77.57661303958974,0
14.751794049867174,77.64176918137832,0
14.7019211,77.660021,1
14.72001248427128,77.65649531937633,0
14.6701852,77.6747432,1
14.633387224487342,77.54980646216525,0
14.6666269,77.6439974,1
14.6970451,77.5947535,1
14.626429844003981,77.56825480743562,0
14.698168161527695,77.60598816763634,0
14.66275788075172,77.650349270825,0
14.713309427917931,77.58683765472064,0
14.6496832,77.5821328,1
